probe_id	gene_symbol	gene_id	gene_title	mapping_status
1552761_at	SLC16A11	162515	solute carrier family 16 member 11	single_symbol
1552763_at	TMEM67	91147	transmembrane protein 67	single_symbol
1552765_x_at	TMEM67	91147	transmembrane protein 67	single_symbol
1552766_at	HS6ST2	90161	heparan sulfate 6-O-sulfotransferase 2	single_symbol
1552767_a_at	HS6ST2	90161	heparan sulfate 6-O-sulfotransferase 2	single_symbol
1552768_at	CAMKK1	84254	calcium/calmodulin dependent protein kinase kinase 1	single_symbol
1552769_at	ZNF625	90589	zinc finger protein 625	single_symbol
1552770_s_at	ZNF563	147837	zinc finger protein 563	single_symbol
1552771_a_at	LIN9	286826	lin-9 DREAM MuvB core complex component	single_symbol
1552772_at	CLEC4D	338339	C-type lectin domain family 4 member D	single_symbol
1552773_at	CLEC4D	338339	C-type lectin domain family 4 member D	single_symbol
1552774_a_at	SLC25A27	9481	solute carrier family 25 member 27	single_symbol
1552775_at	GPRC6A	222545	G protein-coupled receptor class C group 6 member A	single_symbol
1552777_a_at	RAET1E	135250	retinoic acid early transcript 1E	single_symbol
1552779_a_at	SLC44A5	204962	solute carrier family 44 member 5	single_symbol
1552782_at	SLC44A5	204962	solute carrier family 44 member 5	single_symbol
1552783_at	ZNF417	147687	zinc finger protein 417	single_symbol
1552785_at	ZNF781	163115	zinc finger protein 781	single_symbol
1552787_at	HELB	92797	DNA helicase B	single_symbol
1552788_a_at	HELB	92797	DNA helicase B	single_symbol
1552789_at	SEC62	7095	SEC62 homolog, preprotein translocation factor	single_symbol
1552790_a_at	SEC62	7095	SEC62 homolog, preprotein translocation factor	single_symbol
1552791_a_at	TRDN	10345	triadin	single_symbol
1552792_at	SOCS4	122809	suppressor of cytokine signaling 4	single_symbol
1552793_at	C8orf31	286122	chromosome 8 open reading frame 31	single_symbol
1552794_a_at	ZNF547	284306	zinc finger protein 547	single_symbol
1552796_a_at	SIM1	6492	single-minded family bHLH transcription factor 1	single_symbol
1552797_s_at	PROM2	150696	prominin 2	single_symbol
1552798_a_at	TLR4	7099	toll like receptor 4	single_symbol
1552799_at	TSNARE1	203062	t-SNARE domain containing 1	single_symbol
1552800_at	ABHD11	83451	abhydrolase domain containing 11	single_symbol
1552801_at	CAPN13	92291	calpain 13	single_symbol
1552803_a_at	STMN1	3925	stathmin 1	single_symbol
1552804_a_at	TIRAP	114609	TIR domain containing adaptor protein	single_symbol
1552806_a_at	SIGLEC10	89790	sialic acid binding Ig like lectin 10	single_symbol
1552807_a_at	SIGLEC10	89790	sialic acid binding Ig like lectin 10	single_symbol
1552808_at	ADAMTSL1	92949	ADAMTS like 1	single_symbol
1552809_at	RFX4	5992	regulatory factor X4	single_symbol
1552811_at	WFIKKN1	117166	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	single_symbol
1552812_a_at	SENP1	29843	SUMO1/sentrin specific peptidase 1	single_symbol
1552813_at	KLF14	136259	Kruppel like factor 14	single_symbol
1552814_a_at	KLF14	136259	Kruppel like factor 14	single_symbol
1552816_at	NXNL2	158046	nucleoredoxin-like 2	single_symbol
1552818_a_at	BRS3	680	bombesin receptor subtype 3	single_symbol
1552819_at	LINC00205	102723489	long intergenic non-protein coding RNA 205	single_symbol
1552822_at	TMX3	54495	thioredoxin related transmembrane protein 3	single_symbol
1552825_at	ZNF396	252884	zinc finger protein 396	single_symbol
1552826_at	SLC26A7	115111	solute carrier family 26 member 7	single_symbol
1552827_s_at	SLC26A7	115111	solute carrier family 26 member 7	single_symbol
1552828_at	SNX18	112574	sorting nexin 18	single_symbol
1552829_at				missing
1552830_at	FBXO39	162517	F-box protein 39	single_symbol
1552833_at	B3GNT6	192134	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	single_symbol
1552834_at	B3GNT6	192134	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	single_symbol
1552835_at	DENND1B	163486	DENN domain containing 1B	single_symbol
1552836_at	ZNF619	285267	zinc finger protein 619	single_symbol
1552837_at	ICK	22858	intestinal cell (MAK-like) kinase	single_symbol
1552839_at	FAM71D	161142	family with sequence similarity 71 member D	single_symbol
1552841_s_at	BCL2L14	79370	BCL2 like 14	single_symbol
1552842_at	HS6ST3	266722	heparan sulfate 6-O-sulfotransferase 3	single_symbol
1552843_at	SLC26A1	10861	solute carrier family 26 member 1	single_symbol
1552845_at	CLDN15	24146	claudin 15	single_symbol
1552846_s_at	RAB42	115273	RAB42, member RAS oncogene family	single_symbol
1552848_a_at	PTCHD1	139411	patched domain containing 1	single_symbol
1552849_at	M1AP	130951	meiosis 1 associated protein	single_symbol
1552851_at	ZSCAN4	201516	zinc finger and SCAN domain containing 4	single_symbol
1552852_a_at	ZSCAN4	201516	zinc finger and SCAN domain containing 4	single_symbol
1552853_at	VWA5B1	127731	von Willebrand factor A domain containing 5B1	single_symbol
1552854_a_at	VWA5B1	127731	von Willebrand factor A domain containing 5B1	single_symbol
1552856_at	LINC00311	197196	long intergenic non-protein coding RNA 311	single_symbol
1552857_a_at	HTR6	3362	5-hydroxytryptamine receptor 6	single_symbol
1552858_at	MAGEB6	158809	MAGE family member B6	single_symbol
1552860_at	LOC101930171///LOC101930165///LOC101929858///LOC101060464///TCEB3CL2///TCEB3CL///TCEB3C	101930171///101930165///101929858///101060464///100506888///728929///162699	RNA polymerase II transcription factor SIII subunit A3-like///RNA polymerase II transcription factor SIII subunit A3-like///RNA polymerase II transcription factor SIII subunit A3-like///RNA polymerase II transcription factor SIII subunit A3-like///transcription elongation factor B subunit 3C like 2///transcription elongation factor B subunit 3C like///transcription elongation factor B subunit 3C	multiple_symbols
1552862_at	RUSC1-AS1	284618	RUSC1 antisense RNA 1	single_symbol
1552863_a_at	CACNG6	59285	calcium voltage-gated channel auxiliary subunit gamma 6	single_symbol
1552865_a_at	LMNTD1	160492	lamin tail domain containing 1	single_symbol
1552867_at				missing
1552868_at	CIRBP-AS1	148046	CIRBP antisense RNA 1	single_symbol
1552870_s_at	AXDND1	126859	axonemal dynein light chain domain containing 1	single_symbol
1552872_at	ASMTL-AS1	80161	ASMTL antisense RNA 1	single_symbol
1552873_s_at	ASMTL-AS1	80161	ASMTL antisense RNA 1	single_symbol
1552875_a_at	CD200R1	131450	CD200 receptor 1	single_symbol
1552876_at	LINC00334	114042	long intergenic non-protein coding RNA 334	single_symbol
1552877_s_at	LINC00334	114042	long intergenic non-protein coding RNA 334	single_symbol
1552878_at	ATOH7	220202	atonal bHLH transcription factor 7	single_symbol
1552879_a_at	ATOH7	220202	atonal bHLH transcription factor 7	single_symbol
1552880_at	SEC16B	89866	SEC16 homolog B, endoplasmic reticulum export factor	single_symbol
1552882_a_at	AMER1	139285	APC membrane recruitment protein 1	single_symbol
1552884_at	NKX6-3	157848	NK6 homeobox 3	single_symbol
1552885_a_at	NKX6-3	157848	NK6 homeobox 3	single_symbol
1552887_at	TBATA	219793	thymus, brain and testes associated	single_symbol
1552889_a_at	EXOC3L2	90332	exocyst complex component 3 like 2	single_symbol
1552890_a_at	CABP4	57010	calcium binding protein 4	single_symbol
1552892_at	TNFRSF13C	115650	TNF receptor superfamily member 13C	single_symbol
1552893_at	CAMK2N2	94032	calcium/calmodulin dependent protein kinase II inhibitor 2	single_symbol
1552895_a_at	ANKRD30BP2	149992	ankyrin repeat domain 30B pseudogene 2	single_symbol
1552897_a_at	KCNG3	170850	potassium voltage-gated channel modifier subfamily G member 3	single_symbol
1552898_a_at	KCNG3	170850	potassium voltage-gated channel modifier subfamily G member 3	single_symbol
1552899_at	LINC01312	154089	long intergenic non-protein coding RNA 1312	single_symbol
1552900_a_at	LINC01312	154089	long intergenic non-protein coding RNA 1312	single_symbol
1552902_a_at	FOXP2	93986	forkhead box P2	single_symbol
1552903_at	B4GALNT2	124872	beta-1,4-N-acetyl-galactosaminyltransferase 2	single_symbol
1552904_at	NETO1	81832	neuropilin and tolloid like 1	single_symbol
1552906_at	FMR1NB	158521	fragile X mental retardation 1 neighbor	single_symbol
1552908_at	GCSAML	148823	germinal center associated signaling and motility like	single_symbol
1552910_at	SIGLEC11	114132	sialic acid binding Ig like lectin 11	single_symbol
1552911_at	SIGLEC11	114132	sialic acid binding Ig like lectin 11	single_symbol
1552912_a_at	IL23R	149233	interleukin 23 receptor	single_symbol
1552913_at	MAGEB18	286514	MAGE family member B18	single_symbol
1552914_a_at	CD276	80381	CD276 molecule	single_symbol
1552915_at	IFNL2	282616	interferon lambda 2	single_symbol
1552917_at	IFNL1	282618	interferon lambda 1	single_symbol
1552919_at	C4orf36	132989	chromosome 4 open reading frame 36	single_symbol
1552921_a_at	FIGNL1	63979	fidgetin like 1	single_symbol
1552922_at	RIMS1	22999	regulating synaptic membrane exocytosis 1	single_symbol
1552923_a_at	PITPNM2	57605	phosphatidylinositol transfer protein membrane associated 2	single_symbol
1552924_a_at	PITPNM2	57605	phosphatidylinositol transfer protein membrane associated 2	single_symbol
1552925_at	PCDH10	57575	protocadherin 10	single_symbol
1552927_at	TAB3	257397	TGF-beta activated kinase 1/MAP3K7 binding protein 3	single_symbol
1552928_s_at	TAB3	257397	TGF-beta activated kinase 1/MAP3K7 binding protein 3	single_symbol
1552929_at	GRK7	131890	G protein-coupled receptor kinase 7	single_symbol
1552930_at	MMEL1	79258	membrane metallo-endopeptidase-like 1	single_symbol
1552931_a_at	PDE8A	5151	phosphodiesterase 8A	single_symbol
1552932_at	NLRP6	171389	NLR family pyrin domain containing 6	single_symbol
1552933_at	AKNAD1	254268	AKNA domain containing 1	single_symbol
1552935_at	ZCCHC5	203430	zinc finger CCHC-type containing 5	single_symbol
1552937_s_at	ATRIP///TREX1	84126///11277	ATR interacting protein///three prime repair exonuclease 1	multiple_symbols
1552938_at	ZIC5	85416	Zic family member 5	single_symbol
1552939_at	ANGPT1	284	angiopoietin 1	single_symbol
1552940_at	TEDDM1	127670	transmembrane epididymal protein 1	single_symbol
1552942_at	LOC149373	149373	uncharacterized LOC149373	single_symbol
1552943_at	GABRG1	2565	gamma-aminobutyric acid type A receptor gamma1 subunit	single_symbol
1552944_a_at	PANX2	56666	pannexin 2	single_symbol
1552946_at	ZNF114	163071	zinc finger protein 114	single_symbol
1552947_x_at	ZNF114	163071	zinc finger protein 114	single_symbol
1552948_at	CCDC27	148870	coiled-coil domain containing 27	single_symbol
1552950_at	CFAP161	161502	cilia and flagella associated protein 161	single_symbol
1552952_at	LOC100652931///RBMY2FP	100652931///159162	RNA binding motif protein, Y-linked, family 1, member A1 pseudogene///RNA binding motif protein, Y-linked, family 2, member F pseudogene	multiple_symbols
1552953_a_at	NEUROD2	4761	neuronal differentiation 2	single_symbol
1552954_at	C5orf17	439936	chromosome 5 open reading frame 17	single_symbol
1552955_at	LINC00208	83655	long intergenic non-protein coding RNA 208	single_symbol
1552957_at	DNAH6	1768	dynein axonemal heavy chain 6	single_symbol
1552960_at	LRRC15	131578	leucine rich repeat containing 15	single_symbol
1552961_at				missing
1552964_at	CFAP46	54777	cilia and flagella associated protein 46	single_symbol
1552965_a_at	B3GNT7	93010	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	single_symbol
1552967_at	ZNF645	158506	zinc finger protein 645	single_symbol
1552969_a_at	ZMYM6	9204	zinc finger MYM-type containing 6	single_symbol
1552970_s_at	ZMYM6	9204	zinc finger MYM-type containing 6	single_symbol
1552971_at	SGCZ	137868	sarcoglycan zeta	single_symbol
1552972_at	LOC100507431	100507431	uncharacterized LOC100507431	single_symbol
1552973_at	WNT9B	7484	Wnt family member 9B	single_symbol
1552974_at				missing
1552975_x_at				missing
1552976_at	DNAJB13	374407	DnaJ heat shock protein family (Hsp40) member B13	single_symbol
1552977_a_at	CNPY3	10695	canopy FGF signaling regulator 3	single_symbol
1552978_a_at	SCAMP1	9522	secretory carrier membrane protein 1	single_symbol
1552979_at	LINC00471	151477	long intergenic non-protein coding RNA 471	single_symbol
1552980_at	HAS3	3038	hyaluronan synthase 3	single_symbol
1552982_a_at	FGF4	2249	fibroblast growth factor 4	single_symbol
1552985_at	SLC30A8	169026	solute carrier family 30 member 8	single_symbol
1552986_at	LOC142937	142937	uncharacterized protein BC008131	single_symbol
1552987_a_at	LOC439933	439933	uncharacterized LOC439933	single_symbol
1552988_at	C11orf65	160140	chromosome 11 open reading frame 65	single_symbol
1552990_at	FAM71E2	284418	family with sequence similarity 71 member E2	single_symbol
1552991_at	OR5P2	120065	olfactory receptor family 5 subfamily P member 2	single_symbol
1552993_at	DYDC1	143241	DPY30 domain containing 1	single_symbol
1552995_at	IL27	246778	interleukin 27	single_symbol
1552997_a_at	IQCF1	132141	IQ motif containing F1	single_symbol
1552998_at	DEFB125	245938	defensin beta 125	single_symbol
1552999_a_at	WFDC10B	280664	WAP four-disulfide core domain 10B	single_symbol
1553002_at	DEFB105B///DEFB105A	504180///245908	defensin beta 105B///defensin beta 105A	multiple_symbols
1553003_at	PKHD1	5314	polycystic kidney and hepatic disease 1 (autosomal recessive)	single_symbol
1553004_at	PKD1L1	168507	polycystin 1 like 1, transient receptor potential channel interacting	single_symbol
1553006_at	ADGRG4	139378	adhesion G protein-coupled receptor G4	single_symbol
1553007_a_at	TENM1	10178	teneurin transmembrane protein 1	single_symbol
1553009_s_at	REXO1L1P	254958	REX1, RNA exonuclease 1 homolog-like 1, pseudogene	single_symbol
1553011_at	TAF1L	138474	TATA-box binding protein associated factor 1 like	single_symbol
1553013_at	CNTNAP5	129684	contactin associated protein like 5	single_symbol
1553015_a_at	RECQL4	9401	RecQ like helicase 4	single_symbol
1553016_at	ADGRF3	165082	adhesion G protein-coupled receptor F3	single_symbol
1553019_at	TMC2	117532	transmembrane channel like 2	single_symbol
1553020_at	SMCR5	140771	Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)	single_symbol
1553021_s_at	BICD2	23299	BICD cargo adaptor 2	single_symbol
1553022_at	ZIM3	114026	zinc finger imprinted 3	single_symbol
1553023_a_at	NOX5	79400	NADPH oxidase, EF-hand calcium binding domain 5	single_symbol
1553024_at	DAOA-AS1	282706	DAOA antisense RNA 1	single_symbol
1553025_at	ADGRG6	57211	adhesion G protein-coupled receptor G6	single_symbol
1553027_a_at	KLHL4	56062	kelch like family member 4	single_symbol
1553028_at	GPR156	165829	G protein-coupled receptor 156	single_symbol
1553030_a_at	SUOX	6821	sulfite oxidase	single_symbol
1553031_at	ADGRF4	221393	adhesion G protein-coupled receptor F4	single_symbol
1553032_at	IL31RA	133396	interleukin 31 receptor A	single_symbol
1553033_at	SYTL5	94122	synaptotagmin like 5	single_symbol
1553034_at	SDCCAG8	10806	serologically defined colon cancer antigen 8	single_symbol
1553036_at	ADGRF2	222611	adhesion G protein-coupled receptor F2	single_symbol
1553037_a_at	SYN2	6854	synapsin II	single_symbol
1553039_a_at	ASB10	136371	ankyrin repeat and SOCS box containing 10	single_symbol
1553041_at	HTR3C	170572	5-hydroxytryptamine receptor 3C	single_symbol
1553042_a_at	NFKBID	84807	NFKB inhibitor delta	single_symbol
1553043_a_at	CD300LF	146722	CD300 molecule like family member f	single_symbol
1553044_at	GJA10	84694	gap junction protein alpha 10	single_symbol
1553045_at	WNT9A	7483	Wnt family member 9A	single_symbol
1553046_s_at	GAL3ST2	64090	galactose-3-O-sulfotransferase 2	single_symbol
1553047_at	PIP4K2B	8396	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	single_symbol
1553048_a_at	PIP4K2B	8396	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	single_symbol
1553051_s_at	ODF3	113746	outer dense fiber of sperm tails 3	single_symbol
1553052_at	WFDC13	164237	WAP four-disulfide core domain 13	single_symbol
1553053_at	LINC00521	256369	long intergenic non-protein coding RNA 521	single_symbol
1553055_a_at	SLFN5	162394	schlafen family member 5	single_symbol
1553057_at	SERPINB12	89777	serpin family B member 12	single_symbol
1553058_at	GIPC3	126326	GIPC PDZ domain containing family member 3	single_symbol
1553059_at	PGLYRP3	114771	peptidoglycan recognition protein 3	single_symbol
1553060_at	PSKH2	85481	protein serine kinase H2	single_symbol
1553061_at	OR6W1P	89883	olfactory receptor family 6 subfamily W member 1 pseudogene	single_symbol
1553062_at	MOGAT1	116255	monoacylglycerol O-acyltransferase 1	single_symbol
1553063_at	GPR78	27201	G protein-coupled receptor 78	single_symbol
1553064_at	H1FOO	132243	H1 histone family member O, oocyte specific	single_symbol
1553066_at	TAAR9	134860	trace amine associated receptor 9 (gene/pseudogene)	single_symbol
1553067_a_at	GNRHR2	114814	gonadotropin releasing hormone receptor 2 (pseudogene)	single_symbol
1553069_at				missing
1553070_a_at	MYOZ3	91977	myozenin 3	single_symbol
1553071_a_at	MYOZ3	91977	myozenin 3	single_symbol
1553072_at	BNIPL	149428	BCL2 interacting protein like	single_symbol
1553074_at	ASB11	140456	ankyrin repeat and SOCS box containing 11	single_symbol
1553075_a_at	OFCC1	266553	orofacial cleft 1 candidate 1	single_symbol
1553076_at	OFCC1	266553	orofacial cleft 1 candidate 1	single_symbol
1553077_at	SDR9C7	121214	short chain dehydrogenase/reductase family 9C, member 7	single_symbol
